candidate,party,office,district,town,votes,precinct
Stephanie Thomas,Working Families Party,Secretary of the State,,Wethersfield,56,Pitkin Community Center South
Erick Russell,Democratic Party,Treasurer,,Wethersfield,1312,Pitkin Community Center South
Harry Arora,Republican Party,Treasurer,,Wethersfield,841,Pitkin Community Center South
Jennifer Baldwin,Independent Party,Treasurer,,Wethersfield,35,Pitkin Community Center South
Erick Russell,Working Families Party,Treasurer,,Wethersfield,51,Pitkin Community Center South
JoAnna Laiscell,Libertarian Party,Treasurer,,Wethersfield,16,Pitkin Community Center South
Sean Scanlon,Democratic Party,Comptroller,,Wethersfield,1302,Pitkin Community Center South
Mary Fay,Republican Party,Comptroller,,Wethersfield,857,Pitkin Community Center South
Sean Scanlon,Independent Party,Comptroller,,Wethersfield,20,Pitkin Community Center South
Sean Scanlon,Working Families Party,Comptroller,,Wethersfield,51,Pitkin Community Center South
William Tong,Democratic Party,Attorney General,,Wethersfield,1415,Pitkin Community Center South
Jessica Kordas,Republican Party,Attorney General,,Wethersfield,769,Pitkin Community Center South
A.P. Pascarella,Independent Party,Attorney General,,Wethersfield,16,Pitkin Community Center South
William Tong,Working Families Party,Attorney General,,Wethersfield,48,Pitkin Community Center South
Ken Krayeske,Green Party,Attorney General,,Wethersfield,18,Pitkin Community Center South
Robert A. Randich,Democratic Party,Judge of Probate,07,Wethersfield,1357,Pitkin Community Center South
Benjamin Ancona Jr.,Republican Party,Judge of Probate,07,Wethersfield,847,Pitkin Community Center South
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Wethersfield,1361,Webb Elementary School
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Wethersfield,1019,Webb Elementary School
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Wethersfield,5,Webb Elementary School
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Wethersfield,22,Webb Elementary School
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Wethersfield,31,Webb Elementary School
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Wethersfield,0,Webb Elementary School
Richard Blumenthal,Democratic Party,U.S. Senate,,Wethersfield,1362,Webb Elementary School
Leora R. Levy,Republican Party,U.S. Senate,,Wethersfield,1030,Webb Elementary School
Richard Blumenthal,Working Families Party,U.S. Senate,,Wethersfield,47,Webb Elementary School
John Anderson,Write In,U.S. Senate,,Wethersfield,0,Webb Elementary School
Shabadjob Bharara,Write In,U.S. Senate,,Wethersfield,1,Webb Elementary School
John B. Larson,Democratic Party,U.S. House,01,Wethersfield,1354,Webb Elementary School
John B. Larson,Democratic Party,U.S. House,01,Wethersfield,1354,Webb Elementary School
Larry Lazor,Republican Party,U.S. House,01,Wethersfield,1015,Webb Elementary School
Larry Lazor,Republican Party,U.S. House,01,Wethersfield,1015,Webb Elementary School
John B. Larson,Working Families Party,U.S. House,01,Wethersfield,45,Webb Elementary School
John B. Larson,Working Families Party,U.S. House,01,Wethersfield,45,Webb Elementary School
Mary L. Sanders,Green Party,U.S. House,01,Wethersfield,27,Webb Elementary School
Mary L. Sanders,Green Party,U.S. House,01,Wethersfield,27,Webb Elementary School
John W. Fonfara,Democratic Party,State Senate,1,Wethersfield,1372,Webb Elementary School
John W. Fonfara,Democratic Party,State Senate,1,Wethersfield,1372,Webb Elementary School
Alexander Colaiacovo,Republican Party,State Senate,1,Wethersfield,992,Webb Elementary School
Alexander Colaiacovo,Republican Party,State Senate,1,Wethersfield,992,Webb Elementary School
Oladotum Michael Oretade,Green Party,State Senate,1,Wethersfield,37,Webb Elementary School
Oladotum Michael Oretade,Green Party,State Senate,1,Wethersfield,37,Webb Elementary School
Alyssa Peterson,Petitioning Candidate,State Senate,1,Wethersfield,19,Webb Elementary School
Alyssa Peterson,Petitioning Candidate,State Senate,1,Wethersfield,19,Webb Elementary School
Amy Morrin Bello,Democratic Party,State House,28,Wethersfield,1333,Webb Elementary School
Brianna Timbro,Republican Party,State House,28,Wethersfield,1063,Webb Elementary School
Amy Morrin Bello,Working Families Party,State House,28,Wethersfield,40,Webb Elementary School
Stephanie Thomas,Democratic Party,Secretary of the State,,Wethersfield,1320,Webb Elementary School
Dominic Rapini,Republican Party,Secretary of the State,,Wethersfield,1015,Webb Elementary School
Cynthia R. Jennings,Independent Party,Secretary of the State,,Wethersfield,30,Webb Elementary School
Stephanie Thomas,Working Families Party,Secretary of the State,,Wethersfield,44,Webb Elementary School
Erick Russell,Democratic Party,Treasurer,,Wethersfield,1267,Webb Elementary School
Harry Arora,Republican Party,Treasurer,,Wethersfield,1061,Webb Elementary School
Jennifer Baldwin,Independent Party,Treasurer,,Wethersfield,17,Webb Elementary School
Erick Russell,Working Families Party,Treasurer,,Wethersfield,42,Webb Elementary School
JoAnna Laiscell,Libertarian Party,Treasurer,,Wethersfield,16,Webb Elementary School
Sean Scanlon,Democratic Party,Comptroller,,Wethersfield,1292,Webb Elementary School
Mary Fay,Republican Party,Comptroller,,Wethersfield,1047,Webb Elementary School
Sean Scanlon,Independent Party,Comptroller,,Wethersfield,17,Webb Elementary School
Sean Scanlon,Working Families Party,Comptroller,,Wethersfield,42,Webb Elementary School
William Tong,Democratic Party,Attorney General,,Wethersfield,1409,Webb Elementary School
Jessica Kordas,Republican Party,Attorney General,,Wethersfield,954,Webb Elementary School
A.P. Pascarella,Independent Party,Attorney General,,Wethersfield,11,Webb Elementary School
William Tong,Working Families Party,Attorney General,,Wethersfield,48,Webb Elementary School
Ken Krayeske,Green Party,Attorney General,,Wethersfield,11,Webb Elementary School
Robert A. Randich,Democratic Party,Judge of Probate,07,Wethersfield,1319,Webb Elementary School
Benjamin Ancona Jr.,Republican Party,Judge of Probate,07,Wethersfield,1063,Webb Elementary School
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Wethersfield,1051,Wethersfield United Methodist Church
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Wethersfield,860,Wethersfield United Methodist Church
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Wethersfield,4,Wethersfield United Methodist Church
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Wethersfield,27,Wethersfield United Methodist Church
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Wethersfield,24,Wethersfield United Methodist Church
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Wethersfield,3,Wethersfield United Methodist Church
Richard Blumenthal,Democratic Party,U.S. Senate,,Wethersfield,1070,Wethersfield United Methodist Church
Leora R. Levy,Republican Party,U.S. Senate,,Wethersfield,848,Wethersfield United Methodist Church
Richard Blumenthal,Working Families Party,U.S. Senate,,Wethersfield,34,Wethersfield United Methodist Church
John Anderson,Write In,U.S. Senate,,Wethersfield,0,Wethersfield United Methodist Church
Shabadjob Bharara,Write In,U.S. Senate,,Wethersfield,0,Wethersfield United Methodist Church
John B. Larson,Democratic Party,U.S. House,01,Wethersfield,1048,Wethersfield United Methodist Church
John B. Larson,Democratic Party,U.S. House,01,Wethersfield,1048,Wethersfield United Methodist Church
Larry Lazor,Republican Party,U.S. House,01,Wethersfield,842,Wethersfield United Methodist Church
Larry Lazor,Republican Party,U.S. House,01,Wethersfield,842,Wethersfield United Methodist Church
John B. Larson,Working Families Party,U.S. House,01,Wethersfield,37,Wethersfield United Methodist Church
John B. Larson,Working Families Party,U.S. House,01,Wethersfield,37,Wethersfield United Methodist Church
Mary L. Sanders,Green Party,U.S. House,01,Wethersfield,23,Wethersfield United Methodist Church
Mary L. Sanders,Green Party,U.S. House,01,Wethersfield,23,Wethersfield United Methodist Church
John W. Fonfara,Democratic Party,State Senate,1,Wethersfield,1049,Wethersfield United Methodist Church
John W. Fonfara,Democratic Party,State Senate,1,Wethersfield,1049,Wethersfield United Methodist Church
Alexander Colaiacovo,Republican Party,State Senate,1,Wethersfield,834,Wethersfield United Methodist Church
Alexander Colaiacovo,Republican Party,State Senate,1,Wethersfield,834,Wethersfield United Methodist Church
Oladotum Michael Oretade,Green Party,State Senate,1,Wethersfield,36,Wethersfield United Methodist Church
Oladotum Michael Oretade,Green Party,State Senate,1,Wethersfield,36,Wethersfield United Methodist Church
Alyssa Peterson,Petitioning Candidate,State Senate,1,Wethersfield,14,Wethersfield United Methodist Church
Alyssa Peterson,Petitioning Candidate,State Senate,1,Wethersfield,14,Wethersfield United Methodist Church
Amy Morrin Bello,Democratic Party,State House,28,Wethersfield,1012,Wethersfield United Methodist Church
Brianna Timbro,Republican Party,State House,28,Wethersfield,907,Wethersfield United Methodist Church
Amy Morrin Bello,Working Families Party,State House,28,Wethersfield,40,Wethersfield United Methodist Church
Stephanie Thomas,Democratic Party,Secretary of the State,,Wethersfield,1034,Wethersfield United Methodist Church
Dominic Rapini,Republican Party,Secretary of the State,,Wethersfield,843,Wethersfield United Methodist Church
Cynthia R. Jennings,Independent Party,Secretary of the State,,Wethersfield,32,Wethersfield United Methodist Church
Stephanie Thomas,Working Families Party,Secretary of the State,,Wethersfield,25,Wethersfield United Methodist Church
Erick Russell,Democratic Party,Treasurer,,Wethersfield,987,Wethersfield United Methodist Church
Harry Arora,Republican Party,Treasurer,,Wethersfield,865,Wethersfield United Methodist Church
Jennifer Baldwin,Independent Party,Treasurer,,Wethersfield,38,Wethersfield United Methodist Church
Erick Russell,Working Families Party,Treasurer,,Wethersfield,27,Wethersfield United Methodist Church
JoAnna Laiscell,Libertarian Party,Treasurer,,Wethersfield,13,Wethersfield United Methodist Church
Sean Scanlon,Democratic Party,Comptroller,,Wethersfield,998,Wethersfield United Methodist Church
Mary Fay,Republican Party,Comptroller,,Wethersfield,880,Wethersfield United Methodist Church
Sean Scanlon,Independent Party,Comptroller,,Wethersfield,28,Wethersfield United Methodist Church
Sean Scanlon,Working Families Party,Comptroller,,Wethersfield,26,Wethersfield United Methodist Church
William Tong,Democratic Party,Attorney General,,Wethersfield,1071,Wethersfield United Methodist Church
Jessica Kordas,Republican Party,Attorney General,,Wethersfield,816,Wethersfield United Methodist Church
A.P. Pascarella,Independent Party,Attorney General,,Wethersfield,19,Wethersfield United Methodist Church
William Tong,Working Families Party,Attorney General,,Wethersfield,25,Wethersfield United Methodist Church
Ken Krayeske,Green Party,Attorney General,,Wethersfield,13,Wethersfield United Methodist Church
Robert A. Randich,Democratic Party,Judge of Probate,07,Wethersfield,1054,Wethersfield United Methodist Church
Benjamin Ancona Jr.,Republican Party,Judge of Probate,07,Wethersfield,865,Wethersfield United Methodist Church
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Willington,1118,Town Office Building
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Willington,1194,Town Office Building
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Willington,1,Town Office Building
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Willington,32,Town Office Building
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Willington,32,Town Office Building
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Willington,0,Town Office Building
Richard Blumenthal,Democratic Party,U.S. Senate,,Willington,1140,Town Office Building
Leora R. Levy,Republican Party,U.S. Senate,,Willington,1196,Town Office Building
Richard Blumenthal,Working Families Party,U.S. Senate,,Willington,39,Town Office Building
John Anderson,Write In,U.S. Senate,,Willington,0,Town Office Building
Shabadjob Bharara,Write In,U.S. Senate,,Willington,0,Town Office Building
Joe Courtney,Democratic Party,U.S. House,02,Willington,1296,Town Office Building
Mike France,Republican Party,U.S. House,02,Willington,1033,Town Office Building
William Hall,Libertarian Party,U.S. House,02,Willington,24,Town Office Building
Kevin Blacker,Green Party,U.S. House,02,Willington,16,Town Office Building
Lisa Thomas,Democratic Party,State Senate,35,Willington,1067,Town Office Building
Jeff Gordon,Republican Party,State Senate,35,Willington,1221,Town Office Building
Lisa Thomas,Independent Party,State Senate,35,Willington,35,Town Office Building
Lisa Thomas,Working Families Party,State Senate,35,Willington,31,Town Office Building
Kenneth Trice,Democratic Party,State House,53,Willington,996,Town Office Building
Tammy Nuccio,Republican Party,State House,53,Willington,1298,Town Office Building
Tammy Nuccio,Independent Party,State House,53,Willington,43,Town Office Building
Kenneth Trice,Working Families Party,State House,53,Willington,31,Town Office Building
Stephanie Thomas,Democratic Party,Secretary of the State,,Willington,1107,Town Office Building
Dominic Rapini,Republican Party,Secretary of the State,,Willington,1129,Town Office Building
Cynthia R. Jennings,Independent Party,Secretary of the State,,Willington,62,Town Office Building
Stephanie Thomas,Working Families Party,Secretary of the State,,Willington,44,Town Office Building
Erick Russell,Democratic Party,Treasurer,,Willington,1059,Town Office Building
Harry Arora,Republican Party,Treasurer,,Willington,1176,Town Office Building
Jennifer Baldwin,Independent Party,Treasurer,,Willington,39,Town Office Building
Erick Russell,Working Families Party,Treasurer,,Willington,39,Town Office Building
JoAnna Laiscell,Libertarian Party,Treasurer,,Willington,25,Town Office Building
Sean Scanlon,Democratic Party,Comptroller,,Willington,1075,Town Office Building
Mary Fay,Republican Party,Comptroller,,Willington,1186,Town Office Building
Sean Scanlon,Independent Party,Comptroller,,Willington,42,Town Office Building
Sean Scanlon,Working Families Party,Comptroller,,Willington,31,Town Office Building
William Tong,Democratic Party,Attorney General,,Willington,1154,Town Office Building
Jessica Kordas,Republican Party,Attorney General,,Willington,1133,Town Office Building
A.P. Pascarella,Independent Party,Attorney General,,Willington,23,Town Office Building
William Tong,Working Families Party,Attorney General,,Willington,36,Town Office Building
Ken Krayeske,Green Party,Attorney General,,Willington,15,Town Office Building
Barbara Gardner Riordan,Democratic Party,Judge of Probate,25,Willington,1386,Town Office Building
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Wilton,1766,Cider Mill School - District 2
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Wilton,1122,Cider Mill School - District 2
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Wilton,5,Cider Mill School - District 2
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Wilton,14,Cider Mill School - District 2
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Wilton,31,Cider Mill School - District 2
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Wilton,0,Cider Mill School - District 2
Richard Blumenthal,Democratic Party,U.S. Senate,,Wilton,1731,Cider Mill School - District 2
Leora R. Levy,Republican Party,U.S. Senate,,Wilton,1148,Cider Mill School - District 2
Richard Blumenthal,Working Families Party,U.S. Senate,,Wilton,35,Cider Mill School - District 2
John Anderson,Write In,U.S. Senate,,Wilton,0,Cider Mill School - District 2
Shabadjob Bharara,Write In,U.S. Senate,,Wilton,0,Cider Mill School - District 2
Jim Himes,Democratic Party,U.S. House,04,Wilton,1735,Cider Mill School - District 2
Jayme Stevenson,Republican Party,U.S. House,04,Wilton,1160,Cider Mill School - District 2
Jayme Stevenson,Independent Party,U.S. House,04,Wilton,33,Cider Mill School - District 2
Ceci Maher,Democratic Party,State Senate,26,Wilton,1487,Cider Mill School - District 2
Toni Boucher,Republican Party,State Senate,26,Wilton,1374,Cider Mill School - District 2
Toni Boucher,Independent Party,State Senate,26,Wilton,64,Cider Mill School - District 2
Keith Denning,Democratic Party,State House,42,Wilton,1568,Cider Mill School - District 2
Kim Healy,Republican Party,State House,42,Wilton,1305,Cider Mill School - District 2
Kim Healy,Independent Party,State House,42,Wilton,53,Cider Mill School - District 2
Stephanie Thomas,Democratic Party,Secretary of the State,,Wilton,1652,Cider Mill School - District 2
Dominic Rapini,Republican Party,Secretary of the State,,Wilton,1168,Cider Mill School - District 2
Cynthia R. Jennings,Independent Party,Secretary of the State,,Wilton,64,Cider Mill School - District 2
Stephanie Thomas,Working Families Party,Secretary of the State,,Wilton,31,Cider Mill School - District 2
Erick Russell,Democratic Party,Treasurer,,Wilton,1476,Cider Mill School - District 2
Harry Arora,Republican Party,Treasurer,,Wilton,1333,Cider Mill School - District 2
Jennifer Baldwin,Independent Party,Treasurer,,Wilton,46,Cider Mill School - District 2
Erick Russell,Working Families Party,Treasurer,,Wilton,25,Cider Mill School - District 2
JoAnna Laiscell,Libertarian Party,Treasurer,,Wilton,23,Cider Mill School - District 2
Sean Scanlon,Democratic Party,Comptroller,,Wilton,1540,Cider Mill School - District 2
Mary Fay,Republican Party,Comptroller,,Wilton,1273,Cider Mill School - District 2
Sean Scanlon,Independent Party,Comptroller,,Wilton,52,Cider Mill School - District 2
Sean Scanlon,Working Families Party,Comptroller,,Wilton,27,Cider Mill School - District 2
William Tong,Democratic Party,Attorney General,,Wilton,1660,Cider Mill School - District 2
Jessica Kordas,Republican Party,Attorney General,,Wilton,1170,Cider Mill School - District 2
A.P. Pascarella,Independent Party,Attorney General,,Wilton,25,Cider Mill School - District 2
William Tong,Working Families Party,Attorney General,,Wilton,33,Cider Mill School - District 2
Ken Krayeske,Green Party,Attorney General,,Wilton,24,Cider Mill School - District 2
Douglas N. Stern,Democratic Party,Judge of Probate,51,Wilton,1913,Cider Mill School - District 2
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Wilton,1540,Middlebrook School - District 3
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Wilton,999,Middlebrook School - District 3
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Wilton,5,Middlebrook School - District 3
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Wilton,18,Middlebrook School - District 3
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Wilton,19,Middlebrook School - District 3
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Wilton,0,Middlebrook School - District 3
Richard Blumenthal,Democratic Party,U.S. Senate,,Wilton,1534,Middlebrook School - District 3
Leora R. Levy,Republican Party,U.S. Senate,,Wilton,1001,Middlebrook School - District 3
Richard Blumenthal,Working Families Party,U.S. Senate,,Wilton,34,Middlebrook School - District 3
John Anderson,Write In,U.S. Senate,,Wilton,0,Middlebrook School - District 3
Shabadjob Bharara,Write In,U.S. Senate,,Wilton,0,Middlebrook School - District 3
Jim Himes,Democratic Party,U.S. House,04,Wilton,1533,Middlebrook School - District 3
Jayme Stevenson,Republican Party,U.S. House,04,Wilton,1011,Middlebrook School - District 3
Jayme Stevenson,Independent Party,U.S. House,04,Wilton,29,Middlebrook School - District 3
Ceci Maher,Democratic Party,State Senate,26,Wilton,1270,Middlebrook School - District 3
Toni Boucher,Republican Party,State Senate,26,Wilton,1245,Middlebrook School - District 3
Toni Boucher,Independent Party,State Senate,26,Wilton,59,Middlebrook School - District 3
Keith Denning,Democratic Party,State House,42,Wilton,1366,Middlebrook School - District 3
Kim Healy,Republican Party,State House,42,Wilton,1149,Middlebrook School - District 3
Kim Healy,Independent Party,State House,42,Wilton,48,Middlebrook School - District 3
Stephanie Thomas,Democratic Party,Secretary of the State,,Wilton,1474,Middlebrook School - District 3
Dominic Rapini,Republican Party,Secretary of the State,,Wilton,1013,Middlebrook School - District 3
Cynthia R. Jennings,Independent Party,Secretary of the State,,Wilton,42,Middlebrook School - District 3
Stephanie Thomas,Working Families Party,Secretary of the State,,Wilton,30,Middlebrook School - District 3
Erick Russell,Democratic Party,Treasurer,,Wilton,1305,Middlebrook School - District 3
Harry Arora,Republican Party,Treasurer,,Wilton,1150,Middlebrook School - District 3
Jennifer Baldwin,Independent Party,Treasurer,,Wilton,49,Middlebrook School - District 3
Erick Russell,Working Families Party,Treasurer,,Wilton,28,Middlebrook School - District 3
JoAnna Laiscell,Libertarian Party,Treasurer,,Wilton,15,Middlebrook School - District 3
Sean Scanlon,Democratic Party,Comptroller,,Wilton,1390,Middlebrook School - District 3
Mary Fay,Republican Party,Comptroller,,Wilton,1097,Middlebrook School - District 3
Sean Scanlon,Independent Party,Comptroller,,Wilton,34,Middlebrook School - District 3
Sean Scanlon,Working Families Party,Comptroller,,Wilton,19,Middlebrook School - District 3
William Tong,Democratic Party,Attorney General,,Wilton,1456,Middlebrook School - District 3
Jessica Kordas,Republican Party,Attorney General,,Wilton,1045,Middlebrook School - District 3
A.P. Pascarella,Independent Party,Attorney General,,Wilton,25,Middlebrook School - District 3
William Tong,Working Families Party,Attorney General,,Wilton,24,Middlebrook School - District 3
Ken Krayeske,Green Party,Attorney General,,Wilton,14,Middlebrook School - District 3
Douglas N. Stern,Democratic Party,Judge of Probate,51,Wilton,1652,Middlebrook School - District 3
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Wilton,1716,Wilton High School - District 1
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Wilton,1040,Wilton High School - District 1
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Wilton,5,Wilton High School - District 1
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Wilton,31,Wilton High School - District 1
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Wilton,26,Wilton High School - District 1
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Wilton,0,Wilton High School - District 1
Richard Blumenthal,Democratic Party,U.S. Senate,,Wilton,1714,Wilton High School - District 1
Leora R. Levy,Republican Party,U.S. Senate,,Wilton,1055,Wilton High School - District 1
Richard Blumenthal,Working Families Party,U.S. Senate,,Wilton,30,Wilton High School - District 1
John Anderson,Write In,U.S. Senate,,Wilton,0,Wilton High School - District 1
Shabadjob Bharara,Write In,U.S. Senate,,Wilton,0,Wilton High School - District 1
Jim Himes,Democratic Party,U.S. House,04,Wilton,1722,Wilton High School - District 1
Jayme Stevenson,Republican Party,U.S. House,04,Wilton,1059,Wilton High School - District 1
Jayme Stevenson,Independent Party,U.S. House,04,Wilton,37,Wilton High School - District 1
Ceci Maher,Democratic Party,State Senate,26,Wilton,1438,Wilton High School - District 1
Toni Boucher,Republican Party,State Senate,26,Wilton,1318,Wilton High School - District 1
Toni Boucher,Independent Party,State Senate,26,Wilton,52,Wilton High School - District 1
Keith Denning,Democratic Party,State House,42,Wilton,1504,Wilton High School - District 1
Kim Healy,Republican Party,State House,42,Wilton,1250,Wilton High School - District 1
Kim Healy,Independent Party,State House,42,Wilton,50,Wilton High School - District 1
Stephanie Thomas,Democratic Party,Secretary of the State,,Wilton,1618,Wilton High School - District 1
Dominic Rapini,Republican Party,Secretary of the State,,Wilton,1081,Wilton High School - District 1
Cynthia R. Jennings,Independent Party,Secretary of the State,,Wilton,60,Wilton High School - District 1
Stephanie Thomas,Working Families Party,Secretary of the State,,Wilton,31,Wilton High School - District 1
Erick Russell,Democratic Party,Treasurer,,Wilton,1463,Wilton High School - District 1
Harry Arora,Republican Party,Treasurer,,Wilton,1227,Wilton High School - District 1
Jennifer Baldwin,Independent Party,Treasurer,,Wilton,39,Wilton High School - District 1
Erick Russell,Working Families Party,Treasurer,,Wilton,30,Wilton High School - District 1
JoAnna Laiscell,Libertarian Party,Treasurer,,Wilton,17,Wilton High School - District 1
Sean Scanlon,Democratic Party,Comptroller,,Wilton,1512,Wilton High School - District 1
Mary Fay,Republican Party,Comptroller,,Wilton,1173,Wilton High School - District 1
Sean Scanlon,Independent Party,Comptroller,,Wilton,50,Wilton High School - District 1
Sean Scanlon,Working Families Party,Comptroller,,Wilton,27,Wilton High School - District 1
William Tong,Democratic Party,Attorney General,,Wilton,1602,Wilton High School - District 1
Jessica Kordas,Republican Party,Attorney General,,Wilton,1104,Wilton High School - District 1
A.P. Pascarella,Independent Party,Attorney General,,Wilton,26,Wilton High School - District 1
William Tong,Working Families Party,Attorney General,,Wilton,28,Wilton High School - District 1
Ken Krayeske,Green Party,Attorney General,,Wilton,13,Wilton High School - District 1
Douglas N. Stern,Democratic Party,Judge of Probate,51,Wilton,1809,Wilton High School - District 1
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Winchester,1594,Pearson School
Bob Stefanowski and Laura Devlin,Republican Party,Governor and Lieutenant Governor,,Winchester,2234,Pearson School
Ned Lamont and Susan Bysiewicz,Griebel Frank for CT Party,Governor and Lieutenant Governor,,Winchester,4,Pearson School
"Robert Hotaling and Stewart ""Chip"" Beckett",Independent Party,Governor and Lieutenant Governor,,Winchester,51,Pearson School
Ned Lamont and Susan Bysiewicz,Working Families Party,Governor and Lieutenant Governor,,Winchester,36,Pearson School
Michelle Louise Bicking and Cassandra A. Martineau,Write In,Governor and Lieutenant Governor,,Winchester,0,Pearson School
Richard Blumenthal,Democratic Party,U.S. Senate,,Winchester,1626,Pearson School
Leora R. Levy,Republican Party,U.S. Senate,,Winchester,2227,Pearson School
Richard Blumenthal,Working Families Party,U.S. Senate,,Winchester,64,Pearson School
John Anderson,Write In,U.S. Senate,,Winchester,0,Pearson School
Shabadjob Bharara,Write In,U.S. Senate,,Winchester,0,Pearson School
John B. Larson,Democratic Party,U.S. House,01,Winchester,1655,Pearson School
Larry Lazor,Republican Party,U.S. House,01,Winchester,2085,Pearson School
John B. Larson,Working Families Party,U.S. House,01,Winchester,73,Pearson School
Mary L. Sanders,Green Party,U.S. House,01,Winchester,64,Pearson School
Eva Bermudez Zimmerman,Democratic Party,State Senate,30,Winchester,1468,Pearson School
Stephen G. Harding,Republican Party,State Senate,30,Winchester,2284,Pearson School
Eva Bermudez Zimmerman,Independent Party,State Senate,30,Winchester,41,Pearson School
Eva Bermudez Zimmerman,Working Families Party,State Senate,30,Winchester,45,Pearson School
"Althea ""Candy"" Perez",Democratic Party,State House,63,Winchester,1295,Pearson School
Jay Case,Republican Party,State House,63,Winchester,2608,Pearson School
Stephanie Thomas,Democratic Party,Secretary of the State,,Winchester,1582,Pearson School
Dominic Rapini,Republican Party,Secretary of the State,,Winchester,2123,Pearson School
Cynthia R. Jennings,Independent Party,Secretary of the State,,Winchester,82,Pearson School
Stephanie Thomas,Working Families Party,Secretary of the State,,Winchester,57,Pearson School
Erick Russell,Democratic Party,Treasurer,,Winchester,1482,Pearson School
Harry Arora,Republican Party,Treasurer,,Winchester,2186,Pearson School
Jennifer Baldwin,Independent Party,Treasurer,,Winchester,80,Pearson School
Erick Russell,Working Families Party,Treasurer,,Winchester,48,Pearson School
JoAnna Laiscell,Libertarian Party,Treasurer,,Winchester,31,Pearson School
Sean Scanlon,Democratic Party,Comptroller,,Winchester,1488,Pearson School
Mary Fay,Republican Party,Comptroller,,Winchester,2244,Pearson School
Sean Scanlon,Independent Party,Comptroller,,Winchester,53,Pearson School
Sean Scanlon,Working Families Party,Comptroller,,Winchester,41,Pearson School
William Tong,Democratic Party,Attorney General,,Winchester,1689,Pearson School
Jessica Kordas,Republican Party,Attorney General,,Winchester,2079,Pearson School
A.P. Pascarella,Independent Party,Attorney General,,Winchester,27,Pearson School
William Tong,Working Families Party,Attorney General,,Winchester,62,Pearson School
Ken Krayeske,Green Party,Attorney General,,Winchester,20,Pearson School
Ruth Nadeau Dwyer,Democratic Party,Judge of Probate,23,Winchester,1633,Pearson School
James Steck,Republican Party,Judge of Probate,23,Winchester,2192,Pearson School
Ned Lamont and Susan Bysiewicz,Democratic Party,Governor and Lieutenant Governor,,Windham,451,Bpo Elks 1311
