candidate,party,office,district,town,votes,precinct
Serge Mihaly,Republican Party,State House,85,Wallingford,1582,Cook Hill School
Mary M. Mushinsky,Working Families Party,State House,85,Wallingford,202,Cook Hill School
Serge Mihaly,Independent Party,State House,85,Wallingford,114,Cook Hill School
Mary M. Mushinsky,Democratic Party,State House,85,Wallingford,1401,Dag Hammarskjold Middle School
Serge Mihaly,Republican Party,State House,85,Wallingford,1296,Dag Hammarskjold Middle School
Mary M. Mushinsky,Working Families Party,State House,85,Wallingford,196,Dag Hammarskjold Middle School
Serge Mihaly,Independent Party,State House,85,Wallingford,92,Dag Hammarskjold Middle School
Mary M. Mushinsky,Democratic Party,State House,85,Wallingford,1265,Evarts C. Stevens School
Serge Mihaly,Republican Party,State House,85,Wallingford,349,Evarts C. Stevens School
Mary M. Mushinsky,Working Families Party,State House,85,Wallingford,153,Evarts C. Stevens School
Serge Mihaly,Independent Party,State House,85,Wallingford,81,Evarts C. Stevens School
Mary M. Mushinsky,Democratic Party,State House,85,Wallingford,706,Moses Y. Beach School
Serge Mihaly,Republican Party,State House,85,Wallingford,622,Moses Y. Beach School
Mary M. Mushinsky,Working Families Party,State House,85,Wallingford,90,Moses Y. Beach School
Serge Mihaly,Independent Party,State House,85,Wallingford,38,Moses Y. Beach School
Vincent J. Candelora,Republican Party,State House,86,Durham,167,Korn School 2
Vincent J. Candelora,Independent Party,State House,86,Durham,20,Korn School 2
Vincent J. Mase,Petitioning Candidate,State House,86,Durham,37,Korn School 2
Vincent J. Candelora,Republican Party,State House,86,Durham,767,Korn School 3
Vincent J. Candelora,Independent Party,State House,86,Durham,119,Korn School 3
Vincent J. Mase,Petitioning Candidate,State House,86,Durham,77,Korn School 3
Vincent J. Candelora,Republican Party,State House,86,Guilford,1384,Melissa Jones School
Vincent J. Candelora,Independent Party,State House,86,Guilford,206,Melissa Jones School
Vincent J. Mase,Petitioning Candidate,State House,86,Guilford,296,Melissa Jones School
Vincent J. Candelora,Republican Party,State House,86,North Branford,2542,Jerome Harrison Elementary School
Vincent J. Candelora,Independent Party,State House,86,North Branford,301,Jerome Harrison Elementary School
Vincent J. Mase,Petitioning Candidate,State House,86,North Branford,582,Jerome Harrison Elementary School
Vincent J. Candelora,Republican Party,State House,86,North Branford,2363,Stanley T. Williams School
Vincent J. Candelora,Independent Party,State House,86,North Branford,269,Stanley T. Williams School
Vincent J. Mase,Petitioning Candidate,State House,86,North Branford,376,Stanley T. Williams School
Vincent J. Candelora,Republican Party,State House,86,Wallingford,538,Pond Hill School
Vincent J. Candelora,Independent Party,State House,86,Wallingford,64,Pond Hill School
Vincent J. Mase,Petitioning Candidate,State House,86,Wallingford,35,Pond Hill School
Steve Gifford,Democratic Party,State House,87,North Haven,630,Clintonville Elementary School
David Yaccarino,Republican Party,State House,87,North Haven,2431,Clintonville Elementary School
David Yaccarino,Independent Party,State House,87,North Haven,196,Clintonville Elementary School
Steve Gifford,Democratic Party,State House,87,North Haven,395,Green Acres Elementary School
David Yaccarino,Republican Party,State House,87,North Haven,1010,Green Acres Elementary School
David Yaccarino,Independent Party,State House,87,North Haven,74,Green Acres Elementary School
Steve Gifford,Democratic Party,State House,87,North Haven,633,Montowese Elementary School
David Yaccarino,Republican Party,State House,87,North Haven,2047,Montowese Elementary School
David Yaccarino,Independent Party,State House,87,North Haven,166,Montowese Elementary School
Steve Gifford,Democratic Party,State House,87,North Haven,591,Recreation Center
David Yaccarino,Republican Party,State House,87,North Haven,1774,Recreation Center
David Yaccarino,Independent Party,State House,87,North Haven,171,Recreation Center
Steve Gifford,Democratic Party,State House,87,North Haven,517,Ridge Road Elementary School
Steve Gifford,Democratic Party,State House,87,North Haven,565,Ridge Road Elementary School
David Yaccarino,Republican Party,State House,87,North Haven,753,Ridge Road Elementary School
David Yaccarino,Republican Party,State House,87,North Haven,1156,Ridge Road Elementary School
David Yaccarino,Independent Party,State House,87,North Haven,73,Ridge Road Elementary School
David Yaccarino,Independent Party,State House,87,North Haven,75,Ridge Road Elementary School
Joshua Elliott,Democratic Party,State House,88,Hamden,422,Hamden Middle School
Joshua Elliott,Democratic Party,State House,88,Hamden,1220,Hamden Middle School
Marjorie Bonadies,Republican Party,State House,88,Hamden,194,Hamden Middle School
Marjorie Bonadies,Republican Party,State House,88,Hamden,738,Hamden Middle School
Joshua Elliott,Working Families Party,State House,88,Hamden,25,Hamden Middle School
Joshua Elliott,Working Families Party,State House,88,Hamden,90,Hamden Middle School
Joshua Elliott,Democratic Party,State House,88,Hamden,967,Miller Library
Marjorie Bonadies,Republican Party,State House,88,Hamden,702,Miller Library
Joshua Elliott,Working Families Party,State House,88,Hamden,71,Miller Library
Joshua Elliott,Democratic Party,State House,88,Hamden,2042,Spring Glen School
Marjorie Bonadies,Republican Party,State House,88,Hamden,947,Spring Glen School
Joshua Elliott,Working Families Party,State House,88,Hamden,180,Spring Glen School
Joshua Elliott,Democratic Party,State House,88,Hamden,1268,West Woods School
Marjorie Bonadies,Republican Party,State House,88,Hamden,1293,West Woods School
Joshua Elliott,Working Families Party,State House,88,Hamden,90,West Woods School
Lezlye Zupkus,Republican Party,State House,89,Bethany,2084,Town Hall
Lezlye Zupkus,Independent Party,State House,89,Bethany,373,Town Hall
Stuart R. Korchin,Write-In,State House,89,Bethany,0,Town Hall
Lezlye Zupkus,Republican Party,State House,89,Cheshire,859,Doolittle School - Dist. 5
Lezlye Zupkus,Independent Party,State House,89,Cheshire,148,Doolittle School - Dist. 5
Stuart R. Korchin,Write-In,State House,89,Cheshire,0,Doolittle School - Dist. 5
Lezlye Zupkus,Republican Party,State House,89,Cheshire,2059,Norton School - Dist. 4
Lezlye Zupkus,Independent Party,State House,89,Cheshire,266,Norton School - Dist. 4
Stuart R. Korchin,Write-In,State House,89,Cheshire,0,Norton School - Dist. 4
Lezlye Zupkus,Republican Party,State House,89,Prospect,2139,Community School
Lezlye Zupkus,Independent Party,State House,89,Prospect,240,Community School
Stuart R. Korchin,Write-In,State House,89,Prospect,0,Community School
Lezlye Zupkus,Republican Party,State House,89,Prospect,2089,Prospect Firehouse
Lezlye Zupkus,Independent Party,State House,89,Prospect,189,Prospect Firehouse
Stuart R. Korchin,Write-In,State House,89,Prospect,0,Prospect Firehouse
Patrick Reynolds,Democratic Party,State House,90,Cheshire,675,Chapman School - Dist. 2
Craig Fishbein,Republican Party,State House,90,Cheshire,952,Chapman School - Dist. 2
Craig Fishbein,Independent Party,State House,90,Cheshire,35,Chapman School - Dist. 2
Patrick Reynolds,Democratic Party,State House,90,Cheshire,736,Highland School - Dist. 6
Craig Fishbein,Republican Party,State House,90,Cheshire,1055,Highland School - Dist. 6
Craig Fishbein,Independent Party,State House,90,Cheshire,41,Highland School - Dist. 6
Patrick Reynolds,Democratic Party,State House,90,Wallingford,1348,Rock Hill School
Craig Fishbein,Republican Party,State House,90,Wallingford,2136,Rock Hill School
Craig Fishbein,Independent Party,State House,90,Wallingford,156,Rock Hill School
Patrick Reynolds,Democratic Party,State House,90,Wallingford,860,Wallingford Senior Center
Craig Fishbein,Republican Party,State House,90,Wallingford,899,Wallingford Senior Center
Craig Fishbein,Independent Party,State House,90,Wallingford,79,Wallingford Senior Center
Patrick Reynolds,Democratic Party,State House,90,Wallingford,1241,Yalesville Elementary School
Craig Fishbein,Republican Party,State House,90,Wallingford,1601,Yalesville Elementary School
Craig Fishbein,Independent Party,State House,90,Wallingford,97,Yalesville Elementary School
Michael D'Agostino,Democratic Party,State House,91,Hamden,176,Bear Path School
Michael D'Agostino,Democratic Party,State House,91,Hamden,2315,Bear Path School
James Lynch,Republican Party,State House,91,Hamden,135,Bear Path School
James Lynch,Republican Party,State House,91,Hamden,1310,Bear Path School
Michael D'Agostino,Democratic Party,State House,91,Hamden,150,Board of Education Building
Michael D'Agostino,Democratic Party,State House,91,Hamden,2077,Board of Education Building
James Lynch,Republican Party,State House,91,Hamden,19,Board of Education Building
James Lynch,Republican Party,State House,91,Hamden,403,Board of Education Building
Michael D'Agostino,Democratic Party,State House,91,Hamden,1938,Dunbar Hill School
James Lynch,Republican Party,State House,91,Hamden,897,Dunbar Hill School
Michael D'Agostino,Democratic Party,State House,91,Hamden,1677,Ridge Hill School
James Lynch,Republican Party,State House,91,Hamden,613,Ridge Hill School
Patricia Dillon,Democratic Party,State House,92,New Haven,1144,Barnard School
Patricia Dillon,Working Families Party,State House,92,New Haven,57,Barnard School
Patricia Dillon,Democratic Party,State House,92,New Haven,637,Career High School
Patricia Dillon,Working Families Party,State House,92,New Haven,28,Career High School
Patricia Dillon,Democratic Party,State House,92,New Haven,1746,Edgewood School
Patricia Dillon,Working Families Party,State House,92,New Haven,167,Edgewood School
Patricia Dillon,Democratic Party,State House,92,New Haven,1224,Firehouse Ellsworth
Patricia Dillon,Working Families Party,State House,92,New Haven,72,Firehouse Ellsworth
Patricia Dillon,Democratic Party,State House,92,New Haven,1688,Mauro Sheridan School
Patricia Dillon,Working Families Party,State House,92,New Haven,107,Mauro Sheridan School
Patricia Dillon,Democratic Party,State House,92,New Haven,994,Mitchell Library
Patricia Dillon,Working Families Party,State House,92,New Haven,74,Mitchell Library
Toni E. Walker,Democratic Party,State House,93,New Haven,1101,Beecher School
Douglas Losty,Republican Party,State House,93,New Haven,30,Beecher School
Toni E. Walker,Democratic Party,State House,93,New Haven,245,Career High School02
Douglas Losty,Republican Party,State House,93,New Haven,25,Career High School02
Toni E. Walker,Democratic Party,State House,93,New Haven,420,Clarence Rogers School 01
Douglas Losty,Republican Party,State House,93,New Haven,19,Clarence Rogers School 01
Toni E. Walker,Democratic Party,State House,93,New Haven,1187,Hillhouse High School
Douglas Losty,Republican Party,State House,93,New Haven,99,Hillhouse High School
Toni E. Walker,Democratic Party,State House,93,New Haven,738,King-Robinson School
Douglas Losty,Republican Party,State House,93,New Haven,10,King-Robinson School
Toni E. Walker,Democratic Party,State House,93,New Haven,651,Old West Hills
Douglas Losty,Republican Party,State House,93,New Haven,38,Old West Hills
Toni E. Walker,Democratic Party,State House,93,New Haven,1177,Troup Academy
Douglas Losty,Republican Party,State House,93,New Haven,91,Troup Academy
Toni E. Walker,Democratic Party,State House,93,New Haven,640,Wexler Grant School
Douglas Losty,Republican Party,State House,93,New Haven,39,Wexler Grant School
Robyn A. Porter,Democratic Party,State House,94,Hamden,1696,Hamden Collaborative Learning Center (HCLC)
Robyn A. Porter,Working Families Party,State House,94,Hamden,181,Hamden Collaborative Learning Center (HCLC)
Robyn A. Porter,Democratic Party,State House,94,Hamden,1840,Keefe Community Center
Robyn A. Porter,Working Families Party,State House,94,Hamden,107,Keefe Community Center
Robyn A. Porter,Democratic Party,State House,94,New Haven,421,Celentano Museum Academy
Robyn A. Porter,Democratic Party,State House,94,New Haven,587,Celentano Museum Academy
Robyn A. Porter,Working Families Party,State House,94,New Haven,27,Celentano Museum Academy
Robyn A. Porter,Working Families Party,State House,94,New Haven,56,Celentano Museum Academy
Robyn A. Porter,Democratic Party,State House,94,New Haven,1472,Lincoln-Bassett School
Robyn A. Porter,Working Families Party,State House,94,New Haven,53,Lincoln-Bassett School
Robyn A. Porter,Democratic Party,State House,94,New Haven,390,Main Library
Robyn A. Porter,Working Families Party,State House,94,New Haven,17,Main Library
Robyn A. Porter,Democratic Party,State House,94,New Haven,549,Wexler Grant School
Robyn A. Porter,Working Families Party,State House,94,New Haven,30,Wexler Grant School
Juan Candelaria,Democratic Party,State House,95,New Haven,739,Atwater Senior Center 01
Juan Candelaria,Democratic Party,State House,95,New Haven,718,Clinton Avenue School
Juan Candelaria,Democratic Party,State House,95,New Haven,304,Conte-West Schools 8-01
Juan Candelaria,Democratic Party,State House,95,New Haven,948,Firehouse Howard 01
Juan Candelaria,Democratic Party,State House,95,New Haven,794,John S. Martinez School
Juan Candelaria,Democratic Party,State House,95,New Haven,628,New Horizons School 02
Juan Candelaria,Democratic Party,State House,95,New Haven,206,New Horizons School 03
Juan Candelaria,Democratic Party,State House,95,New Haven,707,Truman School
Roland J. Lemar,Democratic Party,State House,96,East Haven,962,Deer Run School 3
Roland J. Lemar,Working Families Party,State House,96,East Haven,289,Deer Run School 3
Roland J. Lemar,Democratic Party,State House,96,New Haven,1006,Conte-West Hills School 02
Roland J. Lemar,Working Families Party,State House,96,New Haven,92,Conte-West Hills School 02
Roland J. Lemar,Democratic Party,State House,96,New Haven,115,Hall Of Records 02
Roland J. Lemar,Working Families Party,State House,96,New Haven,4,Hall Of Records 02
Roland J. Lemar,Democratic Party,State House,96,New Haven,286,Ross/woodward
Roland J. Lemar,Working Families Party,State House,96,New Haven,14,Ross/woodward
Roland J. Lemar,Democratic Party,State House,96,New Haven,1801,Wilbur Cross High School - Federal
Roland J. Lemar,Working Families Party,State House,96,New Haven,141,Wilbur Cross High School - Federal
Roland J. Lemar,Democratic Party,State House,96,New Haven,1101,Wilbur Cross High School - Ward 9
Roland J. Lemar,Working Families Party,State House,96,New Haven,107,Wilbur Cross High School - Ward 9
"Alphonse Paolillo, Jr.",Democratic Party,State House,97,New Haven,380,Bella Vista 11-01
"Alphonse Paolillo, Jr.",Democratic Party,State House,97,New Haven,1127,Benjamin Jepson Magnet School
"Alphonse Paolillo, Jr.",Democratic Party,State House,97,New Haven,306,Bishop Woods School
"Alphonse Paolillo, Jr.",Democratic Party,State House,97,New Haven,363,Eastview Terrace
"Alphonse Paolillo, Jr.",Democratic Party,State House,97,New Haven,1277,Firehouse Woodward
"Alphonse Paolillo, Jr.",Democratic Party,State House,97,New Haven,1418,Nathan Hale School
"Alphonse Paolillo, Jr.",Democratic Party,State House,97,New Haven,846,Ross/woodward
Sean Scanlon,Democratic Party,State House,98,Branford,1030,St. Therese Church Hall
Sean Scanlon,Working Families Party,State House,98,Branford,158,St. Therese Church Hall
Sean Scanlon,Democratic Party,State House,98,Branford,1027,Walsh Intermediate School
Sean Scanlon,Working Families Party,State House,98,Branford,154,Walsh Intermediate School
Sean Scanlon,Democratic Party,State House,98,Guilford,1750,A.W. Cox School
Sean Scanlon,Working Families Party,State House,98,Guilford,254,A.W. Cox School
Sean Scanlon,Democratic Party,State House,98,Guilford,1747,Abraham Baldwin School
Sean Scanlon,Working Families Party,State House,98,Guilford,300,Abraham Baldwin School
Sean Scanlon,Democratic Party,State House,98,Guilford,1753,Calvin Leete School
Sean Scanlon,Working Families Party,State House,98,Guilford,196,Calvin Leete School
Sean Scanlon,Democratic Party,State House,98,Guilford,1918,Guilford Fire Headquarters
Sean Scanlon,Working Families Party,State House,98,Guilford,312,Guilford Fire Headquarters
James M. Albis,Democratic Party,State House,99,East Haven,72,Deer Run School 3-S
"""Big"" Steve Tracey",Republican Party,State House,99,East Haven,116,Deer Run School 3-S
James M. Albis,Working Families Party,State House,99,East Haven,8,Deer Run School 3-S
"""Big"" Steve Tracey",Independent Party,State House,99,East Haven,9,Deer Run School 3-S
James M. Albis,Democratic Party,State House,99,East Haven,78,East Farm Village 1-S
"""Big"" Steve Tracey",Republican Party,State House,99,East Haven,60,East Farm Village 1-S
James M. Albis,Working Families Party,State House,99,East Haven,3,East Farm Village 1-S
"""Big"" Steve Tracey",Independent Party,State House,99,East Haven,3,East Farm Village 1-S
James M. Albis,Democratic Party,State House,99,East Haven,1052,Foxon Firehouse Clubhouse 5
"""Big"" Steve Tracey",Republican Party,State House,99,East Haven,1123,Foxon Firehouse Clubhouse 5
James M. Albis,Working Families Party,State House,99,East Haven,128,Foxon Firehouse Clubhouse 5
"""Big"" Steve Tracey",Independent Party,State House,99,East Haven,94,Foxon Firehouse Clubhouse 5
James M. Albis,Democratic Party,State House,99,East Haven,1214,Momauguin School 2
"""Big"" Steve Tracey",Republican Party,State House,99,East Haven,1251,Momauguin School 2
James M. Albis,Working Families Party,State House,99,East Haven,98,Momauguin School 2
"""Big"" Steve Tracey",Independent Party,State House,99,East Haven,95,Momauguin School 2
James M. Albis,Democratic Party,State House,99,East Haven,970,Overbrook School 4
"""Big"" Steve Tracey",Republican Party,State House,99,East Haven,1111,Overbrook School 4
James M. Albis,Working Families Party,State House,99,East Haven,92,Overbrook School 4
"""Big"" Steve Tracey",Independent Party,State House,99,East Haven,87,Overbrook School 4
James M. Albis,Democratic Party,State House,99,East Haven,1126,Tuttle School 1
"""Big"" Steve Tracey",Republican Party,State House,99,East Haven,967,Tuttle School 1
James M. Albis,Working Families Party,State House,99,East Haven,109,Tuttle School 1
"""Big"" Steve Tracey",Independent Party,State House,99,East Haven,53,Tuttle School 1
James M. Albis,Democratic Party,State House,99,East Haven,53,Woodview 5-S
"""Big"" Steve Tracey",Republican Party,State House,99,East Haven,25,Woodview 5-S
James M. Albis,Working Families Party,State House,99,East Haven,3,Woodview 5-S
"""Big"" Steve Tracey",Independent Party,State House,99,East Haven,1,Woodview 5-S
Patrick Reynolds,Democratic Party,State House,90,Cheshire,651,Chapman School - Dist. 2
Craig Fishbein,Republican Party,State House,90,Cheshire,934,Chapman School - Dist. 2
Patrick Reynolds,Democratic Party,State House,90,Cheshire,727,Highland School - Dist. 6
Craig Fishbein,Republican Party,State House,90,Cheshire,1052,Highland School - Dist. 6
Patrick Reynolds,Democratic Party,State House,90,Wallingford,1321,Rock Hill School
Craig Fishbein,Republican Party,State House,90,Wallingford,2083,Rock Hill School
Patrick Reynolds,Democratic Party,State House,90,Wallingford,833,Wallingford Senior Center
Craig Fishbein,Republican Party,State House,90,Wallingford,914,Wallingford Senior Center
Patrick Reynolds,Democratic Party,State House,90,Wallingford,1220,Yalesville Elementary School
Craig Fishbein,Republican Party,State House,90,Wallingford,1587,Yalesville Elementary School
John W. Fonfara,Democratic Party,State Senate,1,Hartford,1400,Batchelder School - Gym
Barbara Ruhe,Republican Party,State Senate,1,Hartford,188,Batchelder School - Gym
Barbara Barry,Green Party,State Senate,1,Hartford,37,Batchelder School - Gym
John W. Fonfara,Democratic Party,State Senate,1,Hartford,1225,Bulkeley High School
Barbara Ruhe,Republican Party,State Senate,1,Hartford,118,Bulkeley High School
Barbara Barry,Green Party,State Senate,1,Hartford,34,Bulkeley High School
John W. Fonfara,Democratic Party,State Senate,1,Hartford,1420,Burns School - Gym
Barbara Ruhe,Republican Party,State Senate,1,Hartford,103,Burns School - Gym
Barbara Barry,Green Party,State Senate,1,Hartford,48,Burns School - Gym
John W. Fonfara,Democratic Party,State Senate,1,Hartford,1059,Dutch Point Community Room
Barbara Ruhe,Republican Party,State Senate,1,Hartford,108,Dutch Point Community Room
Barbara Barry,Green Party,State Senate,1,Hartford,59,Dutch Point Community Room
John W. Fonfara,Democratic Party,State Senate,1,Hartford,1506,Environmental Sciences Magnet-Mary Hooker School
Barbara Ruhe,Republican Party,State Senate,1,Hartford,119,Environmental Sciences Magnet-Mary Hooker School
Barbara Barry,Green Party,State Senate,1,Hartford,37,Environmental Sciences Magnet-Mary Hooker School
John W. Fonfara,Democratic Party,State Senate,1,Hartford,678,Hartford Public Library
Barbara Ruhe,Republican Party,State Senate,1,Hartford,196,Hartford Public Library
Barbara Barry,Green Party,State Senate,1,Hartford,41,Hartford Public Library
John W. Fonfara,Democratic Party,State Senate,1,Hartford,807,House Of Restoration Church - Gym
Barbara Ruhe,Republican Party,State Senate,1,Hartford,34,House Of Restoration Church - Gym
Barbara Barry,Green Party,State Senate,1,Hartford,31,House Of Restoration Church - Gym
John W. Fonfara,Democratic Party,State Senate,1,Hartford,1395,Kennelly School - Gym
Barbara Ruhe,Republican Party,State Senate,1,Hartford,163,Kennelly School - Gym
Barbara Barry,Green Party,State Senate,1,Hartford,51,Kennelly School - Gym
John W. Fonfara,Democratic Party,State Senate,1,Hartford,60,Liberty Christian Center-Formerly Horace Bushnell
Barbara Ruhe,Republican Party,State Senate,1,Hartford,1,Liberty Christian Center-Formerly Horace Bushnell
Barbara Barry,Green Party,State Senate,1,Hartford,1,Liberty Christian Center-Formerly Horace Bushnell
John W. Fonfara,Democratic Party,State Senate,1,Hartford,362,Mary Shepard Place Community Room
Barbara Ruhe,Republican Party,State Senate,1,Hartford,16,Mary Shepard Place Community Room
Barbara Barry,Green Party,State Senate,1,Hartford,12,Mary Shepard Place Community Room
John W. Fonfara,Democratic Party,State Senate,1,Hartford,1198,Metzner Center
Barbara Ruhe,Republican Party,State Senate,1,Hartford,195,Metzner Center
Barbara Barry,Green Party,State Senate,1,Hartford,24,Metzner Center
John W. Fonfara,Democratic Party,State Senate,1,Hartford,902,Parkville Community School
Barbara Ruhe,Republican Party,State Senate,1,Hartford,98,Parkville Community School
Barbara Barry,Green Party,State Senate,1,Hartford,28,Parkville Community School
John W. Fonfara,Democratic Party,State Senate,1,Hartford,1215,South End Senior Wellness Center
Barbara Ruhe,Republican Party,State Senate,1,Hartford,80,South End Senior Wellness Center
Barbara Barry,Green Party,State Senate,1,Hartford,29,South End Senior Wellness Center
John W. Fonfara,Democratic Party,State Senate,1,Hartford,987,The Learning Corridor - Gym
Barbara Ruhe,Republican Party,State Senate,1,Hartford,156,The Learning Corridor - Gym
Barbara Barry,Green Party,State Senate,1,Hartford,30,The Learning Corridor - Gym
John W. Fonfara,Democratic Party,State Senate,1,Wethersfield,1312,Emerson Williams School
Barbara Ruhe,Republican Party,State Senate,1,Wethersfield,931,Emerson Williams School
Barbara Barry,Green Party,State Senate,1,Wethersfield,78,Emerson Williams School
John W. Fonfara,Democratic Party,State Senate,1,Wethersfield,730,Keeney Cultural Center
Barbara Ruhe,Republican Party,State Senate,1,Wethersfield,485,Keeney Cultural Center
Barbara Barry,Green Party,State Senate,1,Wethersfield,44,Keeney Cultural Center
John W. Fonfara,Democratic Party,State Senate,1,Wethersfield,1628,Pitkin Community Center
Barbara Ruhe,Republican Party,State Senate,1,Wethersfield,1003,Pitkin Community Center
Barbara Barry,Green Party,State Senate,1,Wethersfield,108,Pitkin Community Center
John W. Fonfara,Democratic Party,State Senate,1,Wethersfield,1456,Webb Elementary School
Barbara Ruhe,Republican Party,State Senate,1,Wethersfield,1195,Webb Elementary School
Barbara Barry,Green Party,State Senate,1,Wethersfield,73,Webb Elementary School
John W. Fonfara,Democratic Party,State Senate,1,Wethersfield,1097,Wethersfield United Methodist Church
Barbara Ruhe,Republican Party,State Senate,1,Wethersfield,863,Wethersfield United Methodist Church
Barbara Barry,Green Party,State Senate,1,Wethersfield,64,Wethersfield United Methodist Church
Eric D. Coleman,Democratic Party,State Senate,2,Bloomfield,1857,Bloomfield High School
Theresa Tillett,Republican Party,State Senate,2,Bloomfield,422,Bloomfield High School
Eric D. Coleman,Working Families Party,State Senate,2,Bloomfield,84,Bloomfield High School
Charles Jackson,Write-In,State Senate,2,Bloomfield,0,Bloomfield High School
Martha S. Kelly,Write-In,State Senate,2,Bloomfield,0,Bloomfield High School
Eric D. Coleman,Democratic Party,State Senate,2,Bloomfield,1816,Carmen Arace Middle School
Theresa Tillett,Republican Party,State Senate,2,Bloomfield,113,Carmen Arace Middle School
Eric D. Coleman,Working Families Party,State Senate,2,Bloomfield,72,Carmen Arace Middle School
Charles Jackson,Write-In,State Senate,2,Bloomfield,0,Carmen Arace Middle School
Martha S. Kelly,Write-In,State Senate,2,Bloomfield,0,Carmen Arace Middle School
Eric D. Coleman,Democratic Party,State Senate,2,Bloomfield,2143,Laurel Elementary School
Theresa Tillett,Republican Party,State Senate,2,Bloomfield,371,Laurel Elementary School
Eric D. Coleman,Working Families Party,State Senate,2,Bloomfield,81,Laurel Elementary School
Charles Jackson,Write-In,State Senate,2,Bloomfield,0,Laurel Elementary School
Martha S. Kelly,Write-In,State Senate,2,Bloomfield,0,Laurel Elementary School
Eric D. Coleman,Democratic Party,State Senate,2,Bloomfield,1618,Metacomet Elementary School
Theresa Tillett,Republican Party,State Senate,2,Bloomfield,380,Metacomet Elementary School
Eric D. Coleman,Working Families Party,State Senate,2,Bloomfield,62,Metacomet Elementary School
Charles Jackson,Write-In,State Senate,2,Bloomfield,0,Metacomet Elementary School
Martha S. Kelly,Write-In,State Senate,2,Bloomfield,0,Metacomet Elementary School
Eric D. Coleman,Democratic Party,State Senate,2,Hartford,1595,Annie Fisher School - Gym
Theresa Tillett,Republican Party,State Senate,2,Hartford,111,Annie Fisher School - Gym
Eric D. Coleman,Working Families Party,State Senate,2,Hartford,61,Annie Fisher School - Gym
Charles Jackson,Write-In,State Senate,2,Hartford,0,Annie Fisher School - Gym
Martha S. Kelly,Write-In,State Senate,2,Hartford,0,Annie Fisher School - Gym
Eric D. Coleman,Democratic Party,State Senate,2,Hartford,1624,Grace Lutheran Church
Theresa Tillett,Republican Party,State Senate,2,Hartford,149,Grace Lutheran Church
Eric D. Coleman,Working Families Party,State Senate,2,Hartford,89,Grace Lutheran Church
Charles Jackson,Write-In,State Senate,2,Hartford,0,Grace Lutheran Church
Martha S. Kelly,Write-In,State Senate,2,Hartford,0,Grace Lutheran Church
Eric D. Coleman,Democratic Party,State Senate,2,Hartford,708,Hartford Seminary
Theresa Tillett,Republican Party,State Senate,2,Hartford,209,Hartford Seminary
Eric D. Coleman,Working Families Party,State Senate,2,Hartford,63,Hartford Seminary
Charles Jackson,Write-In,State Senate,2,Hartford,0,Hartford Seminary
Martha S. Kelly,Write-In,State Senate,2,Hartford,0,Hartford Seminary
Eric D. Coleman,Democratic Party,State Senate,2,Hartford,1704,Liberty Christian Center-Formerly Horace Bushnell
Theresa Tillett,Republican Party,State Senate,2,Hartford,48,Liberty Christian Center-Formerly Horace Bushnell
Eric D. Coleman,Working Families Party,State Senate,2,Hartford,53,Liberty Christian Center-Formerly Horace Bushnell
Charles Jackson,Write-In,State Senate,2,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Martha S. Kelly,Write-In,State Senate,2,Hartford,0,Liberty Christian Center-Formerly Horace Bushnell
Eric D. Coleman,Democratic Party,State Senate,2,Hartford,978,North End Senior Center
Theresa Tillett,Republican Party,State Senate,2,Hartford,29,North End Senior Center
Eric D. Coleman,Working Families Party,State Senate,2,Hartford,42,North End Senior Center
Charles Jackson,Write-In,State Senate,2,Hartford,0,North End Senior Center
Martha S. Kelly,Write-In,State Senate,2,Hartford,0,North End Senior Center
Eric D. Coleman,Democratic Party,State Senate,2,Hartford,1841,Parker Memorial Community Center
Theresa Tillett,Republican Party,State Senate,2,Hartford,54,Parker Memorial Community Center
Eric D. Coleman,Working Families Party,State Senate,2,Hartford,46,Parker Memorial Community Center
Charles Jackson,Write-In,State Senate,2,Hartford,0,Parker Memorial Community Center
Martha S. Kelly,Write-In,State Senate,2,Hartford,0,Parker Memorial Community Center
Eric D. Coleman,Democratic Party,State Senate,2,Hartford,1674,Rawson School - Gym
Theresa Tillett,Republican Party,State Senate,2,Hartford,47,Rawson School - Gym
Eric D. Coleman,Working Families Party,State Senate,2,Hartford,61,Rawson School - Gym
Charles Jackson,Write-In,State Senate,2,Hartford,0,Rawson School - Gym
Martha S. Kelly,Write-In,State Senate,2,Hartford,0,Rawson School - Gym
Eric D. Coleman,Democratic Party,State Senate,2,Hartford,1238,United Methodist Church
Theresa Tillett,Republican Party,State Senate,2,Hartford,166,United Methodist Church
Eric D. Coleman,Working Families Party,State Senate,2,Hartford,111,United Methodist Church
Charles Jackson,Write-In,State Senate,2,Hartford,0,United Methodist Church
Martha S. Kelly,Write-In,State Senate,2,Hartford,0,United Methodist Church
Eric D. Coleman,Democratic Party,State Senate,2,Hartford,380,United Way Of The Capital Area
Theresa Tillett,Republican Party,State Senate,2,Hartford,59,United Way Of The Capital Area
Eric D. Coleman,Working Families Party,State Senate,2,Hartford,35,United Way Of The Capital Area
Charles Jackson,Write-In,State Senate,2,Hartford,0,United Way Of The Capital Area
Martha S. Kelly,Write-In,State Senate,2,Hartford,0,United Way Of The Capital Area
Eric D. Coleman,Democratic Party,State Senate,2,Hartford,515,Y W C A
Theresa Tillett,Republican Party,State Senate,2,Hartford,46,Y W C A
